 x1	  y1
1.2598	 0.000328919
1.25966	 0.000329937
1.25953	 0.000330956
1.2594	 0.000331978
1.25926	 0.000333001
1.25913	 0.000334026
1.25899	 0.000335054
1.25886	 0.000336083
1.25873	 0.000337114
1.25859	 0.000338147
1.25845	 0.000339183
1.25832	 0.00034022
1.25818	 0.000341259
1.25805	 0.0003423
1.25791	 0.000343344
1.25777	 0.000344389
1.25764	 0.000345436
1.2575	 0.000346485
1.25736	 0.000347537
1.25722	 0.00034859
1.25709	 0.000349646
1.25695	 0.000350703
1.25681	 0.000351763
1.25667	 0.000352824
1.25653	 0.000353888
1.25639	 0.000354954
1.25625	 0.000356021
1.25611	 0.000357091
1.25597	 0.000358163
1.25583	 0.000359237
1.25569	 0.000360314
1.25555	 0.000361392
1.25541	 0.000362472
1.25527	 0.000363555
1.25512	 0.00036464
1.25498	 0.000365726
1.25484	 0.000366815
1.2547	 0.000367906
1.25455	 0.000369
1.25441	 0.000370095
1.25427	 0.000371193
1.25412	 0.000372293
1.25398	 0.000373394
1.25384	 0.000374499
1.25369	 0.000375605
1.25355	 0.000376713
1.2534	 0.000377824
1.25326	 0.000378937
1.25311	 0.000380052
1.25296	 0.00038117
1.25282	 0.000382289
1.25267	 0.000383411
1.25253	 0.000384535
1.25238	 0.000385662
1.25223	 0.00038679
1.25208	 0.000387921
1.25194	 0.000389054
1.25179	 0.00039019
1.25164	 0.000391327
1.25149	 0.000392467
1.25134	 0.000393609
1.25119	 0.000394754
1.25104	 0.000395901
1.25089	 0.00039705
1.25074	 0.000398202
1.25059	 0.000399355
1.25044	 0.000400511
1.25029	 0.00040167
1.25014	 0.000402831
1.24999	 0.000403994
1.24984	 0.000405159
1.24969	 0.000406327
1.24954	 0.000407498
1.24938	 0.00040867
1.24923	 0.000409845
1.24908	 0.000411023
1.24892	 0.000412202
1.24877	 0.000413385
1.24862	 0.000414569
1.24846	 0.000415756
1.24831	 0.000416946
1.24816	 0.000418137
1.248	 0.000419332
1.24785	 0.000420528
1.24769	 0.000421727
1.24754	 0.000422929
1.24738	 0.000424133
1.24722	 0.00042534
1.24707	 0.000426549
1.24691	 0.00042776
1.24675	 0.000428974
1.2466	 0.00043019
1.24644	 0.000431409
1.24628	 0.000432631
1.24612	 0.000433855
1.24597	 0.000435081
1.24581	 0.00043631
1.24565	 0.000437542
1.24549	 0.000438776
1.24533	 0.000440012
1.24517	 0.000441251
1.24501	 0.000442493
1.24485	 0.000443737
1.24469	 0.000444984
1.24453	 0.000446233
1.24437	 0.000447485
1.24421	 0.00044874
1.24405	 0.000449997
1.24389	 0.000451256
1.24373	 0.000452519
1.24356	 0.000453784
1.2434	 0.000455051
1.24324	 0.000456321
1.24308	 0.000457594
1.24291	 0.000458869
1.24275	 0.000460147
1.24259	 0.000461428
1.24242	 0.000462711
1.24226	 0.000463998
1.2421	 0.000465286
1.24193	 0.000466578
1.24177	 0.000467872
1.2416	 0.000469168
1.24144	 0.000470468
1.24127	 0.00047177
1.24111	 0.000473075
1.24094	 0.000474382
1.24077	 0.000475692
1.24061	 0.000477005
1.24044	 0.000478321
1.24027	 0.000479639
1.24011	 0.000480961
1.23994	 0.000482285
1.23977	 0.000483611
1.2396	 0.000484941
1.23943	 0.000486273
1.23927	 0.000487608
1.2391	 0.000488946
1.23893	 0.000490286
1.23876	 0.00049163
1.23859	 0.000492976
1.23842	 0.000494325
1.23825	 0.000495677
1.23808	 0.000497031
1.23791	 0.000498389
1.23774	 0.000499749
1.23757	 0.000501112
1.23739	 0.000502478
1.23722	 0.000503847
1.23705	 0.000505218
1.23688	 0.000506593
1.23671	 0.00050797
1.23653	 0.000509351
1.23636	 0.000510734
1.23619	 0.00051212
1.23602	 0.000513509
1.23584	 0.000514901
1.23567	 0.000516296
1.23549	 0.000517693
1.23532	 0.000519094
1.23514	 0.000520498
1.23497	 0.000521904
1.23479	 0.000523313
1.23462	 0.000524726
1.23444	 0.000526141
1.23427	 0.00052756
1.23409	 0.000528981
1.23392	 0.000530405
1.23374	 0.000531832
1.23356	 0.000533263
1.23339	 0.000534696
1.23321	 0.000536132
1.23303	 0.000537571
1.23285	 0.000539014
1.23267	 0.000540459
1.2325	 0.000541907
1.23232	 0.000543358
1.23214	 0.000544813
1.23138	 0.00307623
1.23038	 0.00312229
1.22936	 0.00316888
1.22834	 0.00321603
1.2273	 0.00326373
1.22627	 0.00331198
1.22522	 0.00336081
1.22417	 0.0034102
1.2231	 0.00346017
1.22204	 0.00351073
1.22096	 0.00356187
1.21988	 0.00361361
1.21878	 0.00366595
1.21769	 0.0037189
1.21658	 0.00377246
1.21547	 0.00382664
1.21435	 0.00388144
1.21322	 0.00393687
1.21209	 0.00399293
1.21095	 0.00404963
1.2098	 0.00410698
1.20864	 0.00416497
1.20748	 0.00422362
1.20631	 0.00428293
1.20513	 0.00434291
1.20395	 0.00440354
1.20276	 0.00446486
1.20156	 0.00452684
1.20036	 0.00458951
1.19915	 0.00465286
1.19793	 0.0047169
1.1967	 0.00478163
1.19547	 0.00484706
1.19424	 0.00491318
1.19299	 0.00498
1.19174	 0.00504753
1.19048	 0.00511576
1.18922	 0.0051847
1.18794	 0.00525434
1.18667	 0.0053247
1.18538	 0.00539577
1.18409	 0.00546755
1.18279	 0.00554005
1.18149	 0.00561326
1.18018	 0.00568719
1.17886	 0.00576183
1.17754	 0.00583718
1.17621	 0.00591325
1.17487	 0.00599003
1.17353	 0.00606752
1.17218	 0.00614572
1.17083	 0.00622462
1.16947	 0.00630423
1.1681	 0.00638454
1.16673	 0.00646554
1.16535	 0.00654724
1.16397	 0.00662962
1.16258	 0.00671269
1.16118	 0.00679644
1.15978	 0.00688085
1.15837	 0.00696593
1.15695	 0.00705167
1.15553	 0.00713806
1.1541	 0.0072251
1.15267	 0.00731276
1.15123	 0.00740105
1.14979	 0.00748996
1.14834	 0.00757947
1.14688	 0.00766958
1.14542	 0.00776026
1.14396	 0.00785152
1.14248	 0.00794334
1.14101	 0.0080357
1.13952	 0.00812858
1.13803	 0.00822199
1.13654	 0.00831589
1.13504	 0.00841027
1.13353	 0.00850513
1.13202	 0.00860043
1.13051	 0.00869616
1.12898	 0.0087923
1.12746	 0.00888884
1.12592	 0.00898574
1.12439	 0.009083
1.12284	 0.00918058
1.12129	 0.00927847
1.11974	 0.00937664
1.11818	 0.00947507
1.11662	 0.00957373
1.11505	 0.0096726
1.11348	 0.00977165
1.1119	 0.00987085
1.11031	 0.00997018
1.10872	 0.0100696
1.10713	 0.0101691
1.10553	 0.0102686
1.10393	 0.0103681
1.10232	 0.0104676
1.1007	 0.0105671
1.09909	 0.0106664
1.09746	 0.0107657
1.09583	 0.0108647
1.0942	 0.0109636
1.09256	 0.0110622
1.09092	 0.0111606
1.08928	 0.0112586
1.08762	 0.0113563
1.08597	 0.0114536
1.08431	 0.0115505
1.08264	 0.011647
1.08097	 0.0117429
1.0793	 0.0118383
1.07762	 0.011933
1.07594	 0.0120272
1.07425	 0.0121207
1.07256	 0.0122134
1.07086	 0.0123055
1.06916	 0.0123967
1.06746	 0.012487
1.06575	 0.0125765
1.06404	 0.012665
1.06232	 0.0127525
1.0606	 0.0128391
1.05887	 0.0129245
1.05714	 0.0130088
1.05541	 0.013092
1.05367	 0.0131739
1.05193	 0.0132546
1.05018	 0.013334
1.04843	 0.0134121
1.04668	 0.0134887
1.04492	 0.013564
1.04316	 0.0136377
1.04139	 0.0137099
1.03963	 0.0137806
1.03785	 0.0138496
1.03608	 0.013917
1.0343	 0.0139827
1.03251	 0.0140466
1.03072	 0.0141087
1.02893	 0.0141691
1.02714	 0.0142275
1.02534	 0.0142841
1.02354	 0.0143387
1.02173	 0.0143913
1.01992	 0.0144419
1.01811	 0.0144905
1.01629	 0.014537
1.01447	 0.0145813
1.01265	 0.0146235
1.01083	 0.0146635
1.009	 0.0147013
1.00716	 0.0147368
1.00533	 0.0147701
1.00349	 0.014801
1.00165	 0.0148297
0.9998	 0.0148559
0.997951	 0.0148798
0.996099	 0.0149013
0.994244	 0.0149204
0.992386	 0.0149371
0.990525	 0.0149513
0.988661	 0.014963
0.986794	 0.0149723
0.984924	 0.0149791
0.983051	 0.0149834
0.981175	 0.0149851
0.979296	 0.0149844
0.977415	 0.0149811
0.97553	 0.0149754
0.973643	 0.0149671
0.971753	 0.0149562
0.969861	 0.0149429
0.967966	 0.014927
0.966068	 0.0149087
0.964167	 0.0148878
0.962264	 0.0148645
0.960358	 0.0148386
0.95845	 0.0148103
0.956539	 0.0147795
0.954626	 0.0147463
0.95271	 0.0147107
0.950792	 0.0146727
0.948872	 0.0146323
0.946949	 0.0145895
0.945023	 0.0145444
0.943096	 0.014497
0.941166	 0.0144473
0.939234	 0.0143953
0.9373	 0.0143412
0.935363	 0.0142848
0.933424	 0.0142263
0.931484	 0.0141657
0.929541	 0.0141029
0.927596	 0.0140381
0.925649	 0.0139713
0.9237	 0.0139026
0.921748	 0.0138319
0.919795	 0.0137593
0.91784	 0.0136848
0.915884	 0.0136085
0.913925	 0.0135305
0.911964	 0.0134508
0.910002	 0.0133693
0.908038	 0.0132863
0.906072	 0.0132016
0.904104	 0.0131154
0.902134	 0.0130278
0.900163	 0.0129386
0.898191	 0.0128481
0.896216	 0.0127563
0.89424	 0.0126631
0.892263	 0.0125687
0.890284	 0.0124732
0.888303	 0.0123764
0.886321	 0.0122786
0.884338	 0.0121797
0.882353	 0.0120798
0.880366	 0.011979
0.878379	 0.0118773
0.87639	 0.0117748
0.874399	 0.0116714
0.872408	 0.0115673
0.870415	 0.0114625
0.868421	 0.0113571
0.866426	 0.011251
0.86443	 0.0111444
0.862432	 0.0110373
0.860434	 0.0109297
0.858434	 0.0108217
0.856433	 0.0107134
0.854432	 0.0106047
0.852429	 0.0104958
0.850425	 0.0103866
0.848421	 0.0102772
0.846415	 0.0101677
0.844409	 0.010058
0.842402	 0.00994835
0.840394	 0.00983864
0.838385	 0.00972893
0.836376	 0.00961929
0.834365	 0.00950973
0.832354	 0.0094003
0.830343	 0.00929104
0.828331	 0.00918198
0.826318	 0.00907315
0.824304	 0.0089646
0.82229	 0.00885634
0.820276	 0.00874842
0.818261	 0.00864086
0.816246	 0.0085337
0.81423	 0.00842696
0.812213	 0.00832067
0.810197	 0.00821486
0.80818	 0.00810955
0.806162	 0.00800478
