 x1	  y1
0.21408	 0.000101771
0.251076	 0.000135334
0.28613	 0.000176919
0.319373	 0.000227625
0.35093	 0.000288535
0.380912	 0.00036068
0.409421	 0.000445001
0.436553	 0.000542318
0.462394	 0.000653294
0.487025	 0.000778401
0.510521	 0.000917893
0.532949	 0.00107178
0.554374	 0.0012398
0.574854	 0.00142143
0.594445	 0.00161586
0.613196	 0.00182199
0.631155	 0.00203847
0.648366	 0.00226369
0.66487	 0.00249581
0.680704	 0.00273284
0.695906	 0.0029726
0.710507	 0.00321284
0.724539	 0.00345127
0.738032	 0.00368557
0.751012	 0.0039135
0.763505	 0.00413292
0.775535	 0.00434184
0.787125	 0.00453843
0.798296	 0.00472112
0.809068	 0.00488855
0.819459	 0.00503963
0.829488	 0.00517353
0.83917	 0.00528972
0.848522	 0.00538788
0.857559	 0.00546799
0.866294	 0.00553021
0.874742	 0.00557494
0.882913	 0.00560276
0.890821	 0.00561439
0.898476	 0.00561069
0.905889	 0.00559261
0.91307	 0.00556118
0.920029	 0.00551747
0.926775	 0.0054626
0.933316	 0.00539767
0.93966	 0.00532379
0.945816	 0.00524202
0.951791	 0.00515341
0.957592	 0.00505893
0.963225	 0.00495955
0.968697	 0.00485611
0.974014	 0.00474945
0.979181	 0.00464032
0.984205	 0.00452939
0.989091	 0.0044173
0.993843	 0.0043046
0.998467	 0.0041918
1.00297	 0.00407933
1.00735	 0.0039676
1.01161	 0.00385694
1.01576	 0.00374764
1.01981	 0.00363997
1.02375	 0.00353412
1.02759	 0.00343029
1.03134	 0.00332862
1.03499	 0.00322922
1.03855	 0.00313218
1.04202	 0.00303759
1.04541	 0.00294547
1.04871	 0.00285587
1.05194	 0.0027688
1.05509	 0.00268425
1.05816	 0.00260223
1.06117	 0.00252271
1.0641	 0.00244566
1.06696	 0.00237104
1.06976	 0.00229881
1.0725	 0.00222893
1.07517	 0.00216135
1.07779	 0.00209601
1.08034	 0.00203285
1.08284	 0.00197182
1.08529	 0.00191285
1.08768	 0.00185589
1.09002	 0.00180088
1.09231	 0.00174775
1.09455	 0.00169645
1.09674	 0.00164691
1.09889	 0.00159908
1.10099	 0.0015529
1.10305	 0.0015083
1.10506	 0.00146525
1.10704	 0.00142367
1.10897	 0.00138353
1.11087	 0.00134476
1.11273	 0.00130732
1.11455	 0.00127116
1.11634	 0.00123622
1.11809	 0.00120248
1.1198	 0.00116988
1.12148	 0.00113837
1.12313	 0.00110792
1.12475	 0.0010785
1.12634	 0.00105005
1.1279	 0.00102255
1.12943	 0.000995955
1.13093	 0.000970236
1.1324	 0.000945359
1.13385	 0.000921292
1.13526	 0.000898005
1.13666	 0.000875469
1.13802	 0.000853656
1.13937	 0.000832539
1.14069	 0.000812093
1.14198	 0.000792292
1.14326	 0.000773113
1.14451	 0.000754533
1.14573	 0.000736529
1.14694	 0.000719082
1.14813	 0.00070217
1.14929	 0.000685774
1.15044	 0.000669876
1.15157	 0.000654457
1.15267	 0.0006395
1.15376	 0.00062499
1.15483	 0.000610909
1.15589	 0.000597244
1.15692	 0.000583978
1.15794	 0.000571099
1.15894	 0.000558592
1.15993	 0.000546445
1.1609	 0.000534645
1.16185	 0.00052318
1.16279	 0.000512039
1.16372	 0.000501211
1.16463	 0.000490685
1.16552	 0.00048045
1.1664	 0.000470498
1.16727	 0.000460818
1.16813	 0.000451402
1.16897	 0.000442241
1.16979	 0.000433326
1.17061	 0.000424649
1.17141	 0.000416203
1.1722	 0.00040798
1.17298	 0.000399972
1.17375	 0.000392174
1.17451	 0.000384578
1.17525	 0.000377178
1.17598	 0.000369968
1.17671	 0.000362941
1.17742	 0.000356092
1.17812	 0.000349415
1.17881	 0.000342906
1.1795	 0.000336558
1.18017	 0.000330368
1.18083	 0.000324329
1.18149	 0.000318438
1.18213	 0.000312691
1.18276	 0.000307082
1.18339	 0.000301608
1.18401	 0.000296264
1.18462	 0.000291047
1.18522	 0.000285954
1.18581	 0.000280979
1.1864	 0.000276121
1.18697	 0.000271376
1.18754	 0.00026674
1.1881	 0.00026221
1.18865	 0.000257784
1.1892	 0.000253458
1.18974	 0.000249229
1.19027	 0.000245096
1.1908	 0.000241054
1.19131	 0.000237102
1.19182	 0.000233238
1.19233	 0.000229458
1.19283	 0.00022576
1.19332	 0.000222143
1.1938	 0.000218603
1.19428	 0.00021514
1.19475	 0.00021175
1.19522	 0.000208433
1.19568	 0.000205185
1.19614	 0.000202006
1.19659	 0.000198893
1.19703	 0.000195845
1.19747	 0.000192859
1.1979	 0.000189935
1.19833	 0.000187071
1.19875	 0.000184265
1.19917	 0.000181516
1.19958	 0.000178822
1.19999	 0.000176183
1.20039	 0.000173595
1.20079	 0.00017106
1.20118	 0.000168574
1.20157	 0.000166137
1.20195	 0.000163747
1.20233	 0.000161404
1.2027	 0.000159106
